"user";"domain";"id";"centra";"department";"title";"status";"completion_fraction";"creation_date";"last_update_date";"template"
"yl";"Domain3";200;"cntr6";"dptL";"Data-Driven Insights";"Test";0,893196298275143;2023-12-05;2024-01-15;"v2024"
"iq";"Domain1";201;"cntr1";"dptB";"Advanced Research Techniques";"Defunct";0,243682951433584;2021-09-25;2024-03-25;"v2022"
"oy";"Domain3";202;"cntr6";"dptK";"Advanced Research Techniques";"Defunct";0,433193228440359;2023-03-19;2023-10-22;"v2024"
"em";"Domain2";203;"cntr4";"dptH";"Comprehensive Analysis Framework";"Missing Metadata";0,398153306450695;2022-02-15;2024-01-05;"v2021"
"ay";"Domain2";204;"cntr3";"dptE";"Comprehensive Analysis Framework";"Completed";0,665592774981633;2022-11-11;2024-09-18;"v2022"
"ff";"Domain2";205;"cntr4";"dptG";"Enhancing Data Management Practices";"Test";0,305196897126734;2022-05-01;2024-08-20;"v2022"
"cc";"Domain3";206;"cntr6";"dptK";"Data-Driven Insights";"Defunct";0,791970914928243;2024-02-22;2025-01-17;"v2024"
"yp";"Domain1";207;"cntr1";"dptB";"Enhancing Data Management Practices";"Orphan";0,341226793127134;2023-06-12;2024-11-24;"v2022"
"ww";"Domain1";208;"cntr1";"dptA";"Advanced Research Techniques";"Missing Metadata";0,257454871665686;2020-11-08;2024-07-27;"v2021"
"bs";"Domain2";209;"cntr4";"dptG";"Data-Driven Insights";"Completed";0,0039615232963115;2021-01-20;2024-12-19;"v2022"
"fp";"Domain2";210;"cntr3";"dptE";"Innovative Project Solutions";"Missing Metadata";0,380338864866644;2021-12-27;2024-10-02;"v2021"
"gn";"Domain3";211;"cntr5";"dptI";"Enhancing Data Management Practices";"Expired";0,599426568718627;2021-12-03;2023-11-12;"v2024"
"zz";"Domain2";212;"cntr4";"dptG";"Innovative Project Solutions";"Orphan";0,339035388082266;2023-11-03;2024-12-14;"v2024"
"tp";"Domain2";213;"cntr4";"dptH";"Comprehensive Analysis Framework";"Defunct";0,175784240942448;2024-12-27;2025-05-29;"v2022"
"hq";"Domain1";214;"cntr1";"dptA";"Advanced Research Techniques";"Orphan";0,997569354483858;2021-11-07;2025-09-16;"v2024"
"rc";"Domain3";215;"cntr6";"dptL";"Enhancing Data Management Practices";"Completed";0,265399608761072;2023-01-29;2023-10-31;"v2024"
"nw";"Domain1";216;"cntr2";"dptC";"Data-Driven Insights";"Not Updated";0,55019224784337;2025-05-01;2025-09-18;"v2022"
"gt";"Domain3";217;"cntr6";"dptK";"Comprehensive Analysis Framework";"Active";0,135244666365907;2021-08-18;2023-08-03;"v2021"
"pk";"Domain3";218;"cntr5";"dptJ";"Data-Driven Insights";"Test";0,681822216138244;2025-08-18;2025-10-03;"v2024"
"tb";"Domain3";219;"cntr5";"dptJ";"Data-Driven Insights";"Test";0,450351065490395;2022-04-03;2022-07-09;"v2024"
"uy";"Domain3";220;"cntr5";"dptI";"Innovative Project Solutions";"Missing Metadata";0,366644565947354;2024-09-22;2024-11-21;"v2021"
"re";"Domain2";221;"cntr4";"dptG";"Enhancing Data Management Practices";"Not Updated";0,386131340404972;2021-01-21;2022-12-21;"v2021"
"ue";"Domain2";222;"cntr4";"dptG";"Advanced Research Techniques";"Missing Metadata";0,404471194371581;2021-02-25;2021-09-26;"v2022"
"dz";"Domain1";223;"cntr1";"dptB";"Advanced Research Techniques";"Completed";0,827564720995724;2025-03-03;2025-03-08;"v2021"
"vv";"Domain1";224;"cntr2";"dptC";"Comprehensive Analysis Framework";"Missing Metadata";0,916014791233465;2025-04-15;2025-07-03;"v2022"
"mg";"Domain3";225;"cntr6";"dptL";"Advanced Research Techniques";"Expired";0,761202927213162;2023-06-08;2024-09-22;"v2022"
"yf";"Domain2";226;"cntr4";"dptG";"Comprehensive Analysis Framework";"Missing Metadata";0,367348681902513;2021-02-05;2022-05-24;"v2021"
"ib";"Domain1";227;"cntr1";"dptB";"Innovative Project Solutions";"Orphan";0,691388094099239;2024-07-13;2025-06-12;"v2021"
"su";"Domain2";228;"cntr3";"dptF";"Enhancing Data Management Practices";"Completed";0,508032679790631;2022-05-09;2022-06-28;"v2021"
"vm";"Domain2";229;"cntr3";"dptF";"Innovative Project Solutions";"Orphan";0,0194259374402463;2023-08-02;2025-04-02;"v2021"
"sh";"Domain2";230;"cntr3";"dptE";"Comprehensive Analysis Framework";"Not Updated";0,646899139974266;2022-11-22;2024-04-16;"v2021"
"jx";"Domain1";231;"cntr2";"dptD";"Data-Driven Insights";"Completed";0,623007664456964;2022-04-30;2022-10-27;"v2021"
"vg";"Domain3";232;"cntr6";"dptK";"Innovative Project Solutions";"Defunct";0,332971109310165;2022-04-02;2022-11-18;"v2024"
"ov";"Domain3";233;"cntr5";"dptJ";"Data-Driven Insights";"Missing Metadata";0,0262868364807218;2023-01-21;2024-11-08;"v2024"
"yj";"Domain2";234;"cntr3";"dptF";"Advanced Research Techniques";"Expired";0,974947359180078;2024-12-31;2025-06-08;"v2024"
"ax";"Domain2";235;"cntr4";"dptH";"Data-Driven Insights";"Defunct";0,991274856962264;2022-04-05;2023-08-10;"v2022"
"qq";"Domain2";236;"cntr3";"dptF";"Advanced Research Techniques";"Not Updated";0,0765798087231815;2025-10-09;2025-10-09;"v2021"
"ez";"Domain1";237;"cntr2";"dptC";"Enhancing Data Management Practices";"Orphan";0,53794487263076;2023-01-01;2024-08-12;"v2022"
"wv";"Domain3";238;"cntr6";"dptK";"Advanced Research Techniques";"Completed";0,977852743119001;2024-12-11;2025-04-06;"v2021"
"hi";"Domain1";239;"cntr1";"dptB";"Comprehensive Analysis Framework";"Test";0,109674719395116;2025-04-15;2025-09-27;"v2024"
"cx";"Domain2";240;"cntr4";"dptG";"Comprehensive Analysis Framework";"Orphan";0,36257217801176;2025-04-30;2025-08-14;"v2022"
"om";"Domain3";241;"cntr5";"dptI";"Innovative Project Solutions";"Defunct";0,49981935787946;2024-05-19;2025-09-21;"v2024"
"ki";"Domain1";242;"cntr2";"dptC";"Comprehensive Analysis Framework";"Active";0,912628401536494;2022-02-05;2024-02-21;"v2024"
"rx";"Domain1";243;"cntr2";"dptC";"Enhancing Data Management Practices";"Defunct";0,572060834616423;2023-09-24;2025-08-24;"v2022"
"hp";"Domain2";244;"cntr4";"dptG";"Data-Driven Insights";"Completed";0,0227945747319609;2021-11-04;2023-09-03;"v2022"
"zc";"Domain3";245;"cntr5";"dptJ";"Enhancing Data Management Practices";"Completed";0,855229625944048;2020-06-29;2022-10-15;"v2021"
"iz";"Domain1";246;"cntr2";"dptC";"Advanced Research Techniques";"Not Updated";0,830484241712838;2023-07-29;2025-09-26;"v2024"
"qf";"Domain2";247;"cntr3";"dptF";"Innovative Project Solutions";"Active";0,878151063108817;2024-12-20;2025-09-08;"v2024"
"od";"Domain1";248;"cntr2";"dptC";"Advanced Research Techniques";"Completed";0,809602189343423;2021-08-19;2023-10-14;"v2022"
"xb";"Domain1";249;"cntr1";"dptB";"Innovative Project Solutions";"Defunct";6,53367023915052e-05;2024-12-09;2025-10-02;"v2022"
"db";"Domain3";250;"cntr5";"dptI";"Enhancing Data Management Practices";"Orphan";0,10182573297061;2022-09-02;2024-07-20;"v2021"
"bj";"Domain3";251;"cntr6";"dptK";"Advanced Research Techniques";"Orphan";0,834825876867399;2020-11-28;2025-07-18;"v2022"
"xx";"Domain3";252;"cntr5";"dptI";"Comprehensive Analysis Framework";"Test";0,221147396136075;2023-08-19;2024-01-15;"v2024"
"js";"Domain3";253;"cntr5";"dptI";"Comprehensive Analysis Framework";"Missing Metadata";0,0304163766559213;2020-12-28;2025-09-17;"v2022"
"ne";"Domain3";254;"cntr5";"dptJ";"Advanced Research Techniques";"Completed";0,576726021710783;2021-05-13;2022-10-07;"v2021"
"mk";"Domain2";255;"cntr4";"dptH";"Comprehensive Analysis Framework";"Completed";0,756879760418087;2025-07-04;2025-10-03;"v2021"
"bv";"Domain3";256;"cntr5";"dptJ";"Enhancing Data Management Practices";"Orphan";0,873654059367254;2021-04-25;2021-04-25;"v2024"
"eg";"Domain2";257;"cntr3";"dptE";"Enhancing Data Management Practices";"Defunct";0,0603659139014781;2023-08-07;2024-06-09;"v2024"
"ts";"Domain3";258;"cntr5";"dptI";"Enhancing Data Management Practices";"Active";0,221838358789682;2022-03-08;2022-10-22;"v2024"
"pc";"Domain2";259;"cntr4";"dptH";"Enhancing Data Management Practices";"Orphan";0,414025172125548;2025-05-06;2025-07-25;"v2021"
"me";"Domain3";260;"cntr5";"dptI";"Comprehensive Analysis Framework";"Active";0,411329629831016;2020-08-01;2023-05-22;"v2024"
"li";"Domain2";261;"cntr4";"dptG";"Comprehensive Analysis Framework";"Orphan";0,579390329774469;2024-11-05;2025-06-03;"v2024"
"sw";"Domain2";262;"cntr3";"dptE";"Comprehensive Analysis Framework";"Orphan";0,941948951454833;2020-05-04;2021-12-02;"v2021"
"la";"Domain3";263;"cntr5";"dptI";"Data-Driven Insights";"Test";0,987598597304896;2023-10-16;2025-08-17;"v2021"
"rw";"Domain2";264;"cntr3";"dptF";"Data-Driven Insights";"Missing Metadata";0,12979784887284;2023-03-19;2024-10-15;"v2021"
"cu";"Domain1";265;"cntr1";"dptA";"Data-Driven Insights";"Missing Metadata";0,274874981492758;2024-12-29;2025-09-19;"v2021"
"lf";"Domain3";266;"cntr5";"dptI";"Comprehensive Analysis Framework";"Expired";0,828382821753621;2025-03-20;2025-07-24;"v2022"
"ir";"Domain1";267;"cntr1";"dptA";"Enhancing Data Management Practices";"Missing Metadata";0,991258719004691;2022-12-07;2024-05-03;"v2021"
"xk";"Domain3";268;"cntr5";"dptI";"Innovative Project Solutions";"Active";0,673200558172539;2020-08-07;2022-02-26;"v2021"
"on";"Domain2";269;"cntr4";"dptH";"Advanced Research Techniques";"Missing Metadata";0,0773890644777566;2022-03-27;2024-02-26;"v2024"
"gp";"Domain1";270;"cntr2";"dptC";"Advanced Research Techniques";"Active";0,134403405478224;2024-08-21;2025-08-20;"v2022"
"lk";"Domain1";271;"cntr1";"dptB";"Comprehensive Analysis Framework";"Defunct";0,338096778606996;2025-07-30;2025-10-03;"v2022"
"zk";"Domain3";272;"cntr6";"dptL";"Data-Driven Insights";"Orphan";0,252108980203047;2024-07-27;2024-08-21;"v2024"
"do";"Domain1";273;"cntr1";"dptA";"Comprehensive Analysis Framework";"Active";0,250823636073619;2022-08-10;2022-12-06;"v2021"
"xi";"Domain2";274;"cntr3";"dptE";"Innovative Project Solutions";"Expired";0,783267917577177;2021-09-24;2024-11-16;"v2022"
"zt";"Domain3";275;"cntr5";"dptJ";"Data-Driven Insights";"Defunct";0,17378633026965;2024-12-25;2025-07-24;"v2024"
"vs";"Domain3";276;"cntr5";"dptJ";"Enhancing Data Management Practices";"Expired";0,598303915699944;2022-10-03;2023-10-02;"v2022"
"jc";"Domain2";277;"cntr4";"dptH";"Innovative Project Solutions";"Test";0,691583044361323;2023-02-08;2024-09-05;"v2021"
"qw";"Domain2";278;"cntr4";"dptG";"Data-Driven Insights";"Completed";0,922935599228367;2021-02-14;2024-02-01;"v2022"
"ec";"Domain2";279;"cntr4";"dptG";"Enhancing Data Management Practices";"Active";0,689974983921275;2023-01-20;2023-07-29;"v2021"
"bg";"Domain3";280;"cntr5";"dptJ";"Enhancing Data Management Practices";"Active";0,273658976890147;2024-07-16;2024-08-29;"v2022"
"vt";"Domain3";281;"cntr5";"dptI";"Comprehensive Analysis Framework";"Defunct";0,0109451594762504;2022-07-21;2024-02-28;"v2021"
"np";"Domain3";282;"cntr6";"dptL";"Enhancing Data Management Practices";"Completed";0,0432195975445211;2024-05-25;2024-11-03;"v2022"
"yg";"Domain2";283;"cntr3";"dptF";"Enhancing Data Management Practices";"Orphan";0,167897800449282;2025-06-07;2025-09-16;"v2021"
"xs";"Domain1";284;"cntr1";"dptA";"Innovative Project Solutions";"Not Updated";0,852640826487914;2024-12-16;2025-07-23;"v2022"
"qu";"Domain3";285;"cntr5";"dptJ";"Comprehensive Analysis Framework";"Active";0,0459133461117744;2022-07-25;2024-01-17;"v2022"
"dp";"Domain3";286;"cntr5";"dptJ";"Comprehensive Analysis Framework";"Not Updated";0,271387636428699;2023-12-06;2024-12-22;"v2021"
"qi";"Domain3";287;"cntr6";"dptK";"Advanced Research Techniques";"Defunct";0,888942950638011;2023-09-18;2025-05-08;"v2024"
"bd";"Domain3";288;"cntr5";"dptJ";"Advanced Research Techniques";"Defunct";0,547893294598907;2024-03-17;2024-07-06;"v2024"
"sb";"Domain3";289;"cntr6";"dptK";"Data-Driven Insights";"Not Updated";0,804817588534206;2024-10-31;2025-08-17;"v2021"
"gs";"Domain3";290;"cntr6";"dptK";"Enhancing Data Management Practices";"Defunct";0,957196618663147;2023-01-09;2024-05-24;"v2022"
"xr";"Domain1";291;"cntr2";"dptD";"Comprehensive Analysis Framework";"Not Updated";0,689744080416858;2021-05-28;2023-09-29;"v2021"
"vb";"Domain1";292;"cntr2";"dptC";"Innovative Project Solutions";"Not Updated";0,401133574545383;2023-10-31;2024-05-23;"v2022"
"ek";"Domain1";293;"cntr2";"dptD";"Comprehensive Analysis Framework";"Test";0,971040844218805;2022-10-29;2024-01-09;"v2022"
"qt";"Domain1";294;"cntr1";"dptB";"Data-Driven Insights";"Active";0,939375858055428;2023-08-26;2025-07-14;"v2024"
"mz";"Domain1";295;"cntr2";"dptC";"Enhancing Data Management Practices";"Completed";0,518282245844603;2022-04-24;2024-09-12;"v2024"
"dr";"Domain2";296;"cntr3";"dptE";"Comprehensive Analysis Framework";"Defunct";0,136290176538751;2025-09-02;2025-10-02;"v2021"
"nt";"Domain1";297;"cntr1";"dptA";"Comprehensive Analysis Framework";"Orphan";0,626735995290801;2020-06-08;2022-08-14;"v2024"
"qr";"Domain2";298;"cntr4";"dptG";"Innovative Project Solutions";"Test";0,822649984387681;2020-10-31;2025-02-10;"v2024"
"uv";"Domain2";299;"cntr3";"dptF";"Comprehensive Analysis Framework";"Orphan";0,136265355395153;2022-11-10;2024-10-29;"v2021"
"tg";"Domain3";300;"cntr6";"dptL";"Advanced Research Techniques";"Missing Metadata";0,59746818896383;2023-07-12;2025-06-03;"v2022"
"iv";"Domain3";301;"cntr5";"dptI";"Advanced Research Techniques";"Expired";0,982964067952707;2022-06-21;2022-07-12;"v2024"
"sp";"Domain1";302;"cntr1";"dptA";"Comprehensive Analysis Framework";"Missing Metadata";0,230630648322403;2021-10-04;2023-04-23;"v2024"
"nl";"Domain2";303;"cntr3";"dptF";"Enhancing Data Management Practices";"Completed";0,417370387818664;2023-06-28;2024-12-19;"v2024"
"ht";"Domain2";304;"cntr3";"dptF";"Comprehensive Analysis Framework";"Active";0,100270999362692;2021-11-04;2025-03-07;"v2024"
"dc";"Domain1";305;"cntr2";"dptC";"Enhancing Data Management Practices";"Orphan";0,278511403594166;2020-10-31;2023-04-03;"v2021"
"or";"Domain3";306;"cntr6";"dptK";"Comprehensive Analysis Framework";"Completed";0,53054649149999;2024-01-10;2024-07-31;"v2024"
"ix";"Domain3";307;"cntr6";"dptL";"Comprehensive Analysis Framework";"Active";0,314119458198547;2024-01-07;2025-04-01;"v2024"
"wl";"Domain2";308;"cntr4";"dptH";"Innovative Project Solutions";"Active";0,600702072726563;2025-08-06;2025-08-19;"v2022"
"tl";"Domain1";309;"cntr2";"dptD";"Data-Driven Insights";"Test";0,987098018405959;2020-04-01;2023-09-22;"v2021"
"ak";"Domain3";310;"cntr6";"dptL";"Data-Driven Insights";"Missing Metadata";0,609281485900283;2022-04-11;2024-07-10;"v2021"
"wk";"Domain2";311;"cntr3";"dptE";"Advanced Research Techniques";"Expired";0,145737322745845;2025-03-08;2025-06-24;"v2022"
"nz";"Domain1";312;"cntr2";"dptD";"Enhancing Data Management Practices";"Expired";0,704316460294649;2023-07-06;2024-10-25;"v2024"
"ra";"Domain3";313;"cntr5";"dptJ";"Comprehensive Analysis Framework";"Active";0,679180304054171;2023-03-08;2024-08-14;"v2022"
"be";"Domain2";314;"cntr4";"dptH";"Innovative Project Solutions";"Active";0,322583865374327;2025-07-16;2025-08-02;"v2022"
"ot";"Domain2";315;"cntr4";"dptH";"Enhancing Data Management Practices";"Test";0,423315641004592;2024-07-01;2025-09-09;"v2024"
"ua";"Domain2";316;"cntr3";"dptF";"Data-Driven Insights";"Test";0,304464184911922;2025-06-15;2025-06-24;"v2022"
"zw";"Domain2";317;"cntr4";"dptG";"Enhancing Data Management Practices";"Active";0,83281878195703;2020-08-17;2022-10-23;"v2022"
"yz";"Domain2";318;"cntr3";"dptE";"Comprehensive Analysis Framework";"Completed";0,593647508416325;2024-04-11;2024-08-02;"v2024"
"ap";"Domain1";319;"cntr1";"dptA";"Innovative Project Solutions";"Defunct";0,807196641340852;2020-11-27;2024-08-26;"v2022"
"ho";"Domain1";320;"cntr2";"dptD";"Comprehensive Analysis Framework";"Missing Metadata";0,294050777796656;2024-08-11;2025-07-12;"v2021"
"ws";"Domain3";321;"cntr6";"dptK";"Enhancing Data Management Practices";"Not Updated";0,14108522166498;2025-01-02;2025-09-27;"v2021"
"rt";"Domain1";322;"cntr1";"dptA";"Comprehensive Analysis Framework";"Defunct";0,888621102552861;2025-04-16;2025-10-04;"v2022"
"al";"Domain1";323;"cntr1";"dptB";"Comprehensive Analysis Framework";"Expired";0,00828500417992473;2023-06-10;2025-04-05;"v2022"
"sk";"Domain3";324;"cntr6";"dptK";"Enhancing Data Management Practices";"Missing Metadata";0,569120652973652;2025-03-09;2025-07-03;"v2021"
"bx";"Domain1";325;"cntr1";"dptB";"Data-Driven Insights";"Not Updated";0,967550189932808;2020-11-10;2022-11-09;"v2022"
"hv";"Domain2";326;"cntr4";"dptG";"Data-Driven Insights";"Orphan";0,269188763340935;2020-12-12;2024-03-01;"v2024"
"ow";"Domain3";327;"cntr6";"dptL";"Innovative Project Solutions";"Orphan";0,983960070647299;2025-09-14;2025-09-22;"v2021"
"rv";"Domain3";328;"cntr5";"dptI";"Comprehensive Analysis Framework";"Missing Metadata";0,035389487631619;2020-08-10;2025-04-01;"v2024"
"er";"Domain2";329;"cntr4";"dptG";"Innovative Project Solutions";"Defunct";0,257976430468261;2023-09-25;2024-07-03;"v2021"
"mc";"Domain2";330;"cntr3";"dptF";"Data-Driven Insights";"Expired";0,259891121415421;2025-06-18;2025-06-27;"v2022"
"jy";"Domain1";331;"cntr1";"dptA";"Innovative Project Solutions";"Completed";0,948188487673178;2021-02-09;2022-05-28;"v2024"
"jn";"Domain3";332;"cntr6";"dptK";"Enhancing Data Management Practices";"Orphan";0,979622738668695;2021-12-27;2023-05-10;"v2024"
"ui";"Domain3";333;"cntr6";"dptL";"Enhancing Data Management Practices";"Not Updated";0,734384863637388;2020-05-13;2024-11-28;"v2024"
"sr";"Domain1";334;"cntr2";"dptD";"Advanced Research Techniques";"Completed";0,28747975663282;2020-04-27;2025-08-08;"v2021"
"ms";"Domain3";335;"cntr5";"dptI";"Innovative Project Solutions";"Expired";0,408959118416533;2023-09-04;2024-07-25;"v2024"
"dv";"Domain1";336;"cntr2";"dptD";"Data-Driven Insights";"Expired";0,201577648054808;2022-04-15;2024-12-27;"v2021"
"ed";"Domain1";337;"cntr1";"dptA";"Innovative Project Solutions";"Active";0,766586359124631;2022-06-27;2022-08-22;"v2024"
"lo";"Domain2";338;"cntr3";"dptF";"Enhancing Data Management Practices";"Expired";0,743104939814657;2023-09-17;2024-12-09;"v2022"
"aj";"Domain1";339;"cntr2";"dptC";"Comprehensive Analysis Framework";"Not Updated";0,49846138083376;2025-05-12;2025-08-30;"v2024"
"oo";"Domain1";340;"cntr1";"dptA";"Advanced Research Techniques";"Test";0,670499595580623;2023-10-11;2023-10-28;"v2024"
"wb";"Domain1";341;"cntr1";"dptA";"Advanced Research Techniques";"Orphan";0,752462793607265;2024-02-23;2025-01-18;"v2022"
"qb";"Domain1";342;"cntr2";"dptC";"Innovative Project Solutions";"Defunct";0,773862918838859;2021-12-29;2023-09-29;"v2021"
"tw";"Domain1";343;"cntr1";"dptB";"Comprehensive Analysis Framework";"Test";0,6051693004556;2022-06-05;2025-03-31;"v2022"
"vw";"Domain1";344;"cntr1";"dptA";"Comprehensive Analysis Framework";"Completed";0,390515743521973;2025-05-28;2025-06-10;"v2024"
"rk";"Domain3";345;"cntr6";"dptK";"Data-Driven Insights";"Expired";0,671057573053986;2021-04-15;2022-11-03;"v2022"
"nb";"Domain3";346;"cntr5";"dptJ";"Enhancing Data Management Practices";"Defunct";0,869207811541855;2020-06-16;2021-06-08;"v2024"
"ah";"Domain1";347;"cntr1";"dptA";"Advanced Research Techniques";"Orphan";0,436402873136103;2022-11-23;2024-09-26;"v2022"
"ej";"Domain1";348;"cntr2";"dptC";"Innovative Project Solutions";"Orphan";0,120476344367489;2024-01-28;2024-08-24;"v2022"
"ka";"Domain3";349;"cntr5";"dptJ";"Advanced Research Techniques";"Missing Metadata";0,61895335954614;2024-06-17;2025-04-30;"v2022"
"bc";"Domain2";350;"cntr3";"dptF";"Enhancing Data Management Practices";"Missing Metadata";0,480508751003072;2021-07-15;2023-12-17;"v2022"
"lt";"Domain2";351;"cntr4";"dptH";"Advanced Research Techniques";"Missing Metadata";0,923893089639023;2023-01-14;2025-03-15;"v2024"
"wt";"Domain3";352;"cntr6";"dptL";"Comprehensive Analysis Framework";"Active";0,240672685205936;2024-06-26;2025-09-25;"v2021"
"kv";"Domain3";353;"cntr6";"dptL";"Innovative Project Solutions";"Completed";0,776481575565413;2021-03-10;2023-05-27;"v2021"
"pv";"Domain2";354;"cntr4";"dptH";"Advanced Research Techniques";"Defunct";0,751987888244912;2025-03-17;2025-03-17;"v2021"
"kg";"Domain3";355;"cntr5";"dptJ";"Enhancing Data Management Practices";"Missing Metadata";0,676482424838468;2025-07-19;2025-09-20;"v2021"
"kb";"Domain3";356;"cntr6";"dptK";"Data-Driven Insights";"Completed";0,551719463896006;2023-02-21;2024-07-09;"v2024"
"yr";"Domain1";357;"cntr1";"dptB";"Advanced Research Techniques";"Orphan";0,59786053118296;2025-08-15;2025-09-17;"v2024"
"nm";"Domain2";358;"cntr3";"dptE";"Innovative Project Solutions";"Completed";0,866437581600621;2022-03-06;2024-03-28;"v2022"
"zd";"Domain2";359;"cntr4";"dptG";"Advanced Research Techniques";"Not Updated";0,495340712601319;2025-02-18;2025-08-25;"v2021"
"ik";"Domain2";360;"cntr3";"dptE";"Comprehensive Analysis Framework";"Test";0,980228964006528;2024-12-11;2025-03-13;"v2022"
"hb";"Domain2";361;"cntr3";"dptF";"Advanced Research Techniques";"Completed";0,0693746872711927;2023-09-05;2024-08-15;"v2021"
"wf";"Domain1";362;"cntr2";"dptD";"Comprehensive Analysis Framework";"Missing Metadata";0,555928963935003;2022-09-29;2023-03-13;"v2021"
"eo";"Domain1";363;"cntr2";"dptD";"Data-Driven Insights";"Missing Metadata";0,189373525325209;2022-06-12;2022-11-03;"v2022"
"wx";"Domain2";364;"cntr4";"dptH";"Advanced Research Techniques";"Not Updated";0,296457481570542;2022-05-23;2024-10-04;"v2021"
"zn";"Domain2";365;"cntr4";"dptG";"Data-Driven Insights";"Not Updated";0,841004121815786;2025-01-17;2025-10-01;"v2022"
"rg";"Domain1";366;"cntr1";"dptB";"Data-Driven Insights";"Expired";0,205107101239264;2025-04-06;2025-09-18;"v2021"
"we";"Domain3";367;"cntr5";"dptI";"Comprehensive Analysis Framework";"Completed";0,582719089696184;2022-05-05;2022-08-08;"v2021"
"sc";"Domain1";368;"cntr1";"dptB";"Comprehensive Analysis Framework";"Active";0,396262198220938;2024-07-01;2025-03-27;"v2022"
"jf";"Domain3";369;"cntr5";"dptJ";"Innovative Project Solutions";"Not Updated";0,305571276228875;2025-03-19;2025-07-25;"v2022"
"ep";"Domain3";370;"cntr6";"dptK";"Data-Driven Insights";"Test";0,472255289321765;2023-09-05;2024-05-11;"v2022"
"lr";"Domain2";371;"cntr3";"dptF";"Enhancing Data Management Practices";"Orphan";0,743249097838998;2022-10-13;2024-09-08;"v2024"
"og";"Domain3";372;"cntr5";"dptJ";"Innovative Project Solutions";"Not Updated";0,976803606608883;2024-11-30;2025-03-09;"v2021"
"yi";"Domain3";373;"cntr5";"dptI";"Innovative Project Solutions";"Expired";0,156263851327822;2021-03-28;2023-11-06;"v2021"
"nc";"Domain3";374;"cntr6";"dptK";"Advanced Research Techniques";"Test";0,129425811348483;2021-09-07;2023-11-03;"v2021"
"ea";"Domain1";375;"cntr2";"dptD";"Data-Driven Insights";"Completed";0,580559302819893;2024-08-10;2025-07-08;"v2022"
"ku";"Domain3";376;"cntr5";"dptJ";"Innovative Project Solutions";"Test";0,137149174930528;2024-09-23;2025-07-22;"v2021"
"gx";"Domain1";377;"cntr2";"dptD";"Advanced Research Techniques";"Active";0,20199644449167;2023-10-03;2025-08-15;"v2022"
"rs";"Domain3";378;"cntr5";"dptJ";"Innovative Project Solutions";"Missing Metadata";0,341649064561352;2022-02-21;2022-03-31;"v2022"
"jg";"Domain1";379;"cntr1";"dptB";"Comprehensive Analysis Framework";"Completed";0,265900946687907;2025-01-04;2025-08-11;"v2024"
"qz";"Domain1";380;"cntr2";"dptD";"Comprehensive Analysis Framework";"Orphan";0,721585981547832;2023-09-20;2024-07-30;"v2021"
"gk";"Domain2";381;"cntr4";"dptG";"Comprehensive Analysis Framework";"Test";0,695491484366357;2021-01-12;2025-01-16;"v2021"
"bu";"Domain2";382;"cntr3";"dptF";"Data-Driven Insights";"Missing Metadata";0,794208727078512;2025-02-06;2025-02-27;"v2024"
"qv";"Domain1";383;"cntr1";"dptB";"Innovative Project Solutions";"Expired";0,274469998665154;2025-09-05;2025-10-09;"v2024"
"bk";"Domain1";384;"cntr1";"dptA";"Advanced Research Techniques";"Orphan";0,181956361979246;2022-12-16;2023-03-06;"v2024"
"gr";"Domain1";385;"cntr2";"dptC";"Data-Driven Insights";"Expired";0,462603667052463;2024-03-12;2025-01-31;"v2022"
"ud";"Domain3";386;"cntr6";"dptL";"Innovative Project Solutions";"Orphan";0,550545076839626;2023-03-02;2025-01-03;"v2022"
"hy";"Domain1";387;"cntr1";"dptB";"Innovative Project Solutions";"Completed";0,622717714169994;2024-10-18;2024-12-17;"v2022"
"as";"Domain1";388;"cntr2";"dptD";"Comprehensive Analysis Framework";"Defunct";0,482893423875794;2023-10-07;2024-06-17;"v2021"
"ur";"Domain2";389;"cntr4";"dptH";"Data-Driven Insights";"Missing Metadata";0,129830974154174;2022-01-03;2025-04-06;"v2021"
"yw";"Domain1";390;"cntr2";"dptC";"Comprehensive Analysis Framework";"Active";0,883996807038784;2025-07-08;2025-08-23;"v2022"
"lg";"Domain1";391;"cntr2";"dptC";"Innovative Project Solutions";"Not Updated";0,991317927837372;2020-07-18;2023-07-24;"v2021"
"dy";"Domain3";392;"cntr5";"dptI";"Advanced Research Techniques";"Orphan";0,861965436022729;2022-07-24;2022-12-06;"v2021"
"zr";"Domain2";393;"cntr4";"dptG";"Enhancing Data Management Practices";"Orphan";0,852250717813149;2022-03-20;2025-02-10;"v2021"
"qg";"Domain3";394;"cntr5";"dptI";"Advanced Research Techniques";"Defunct";0,37741360720247;2023-10-08;2024-12-19;"v2022"
"hf";"Domain2";395;"cntr4";"dptH";"Advanced Research Techniques";"Expired";0,617076499853283;2020-10-10;2022-08-20;"v2024"
"fi";"Domain3";396;"cntr5";"dptJ";"Comprehensive Analysis Framework";"Completed";0,518342392519116;2020-06-13;2022-01-17;"v2024"
"xc";"Domain1";397;"cntr2";"dptD";"Enhancing Data Management Practices";"Expired";0,0369292099494487;2023-07-21;2023-12-01;"v2024"
"hg";"Domain2";398;"cntr3";"dptF";"Advanced Research Techniques";"Missing Metadata";0,743032434489578;2022-08-30;2023-01-30;"v2021"
